identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,feature_id,clean_feature_ids,layer,bbox_28992,intersects_outline_1,intersects_outline_2,keywords_+,has_fuzzy_keyword_match
ce54a4c4-8692-4c3b-a7f6-bd7a3d70b8b2,dataset,ISO 19115,WFS; WMS,2022-10-03,dut,,Grondwaterstromingssystemen,GRONDWATER; WATERCONSERVERING; WATERHUISHOUDING,"Grondwatersystemen:deelgebieden met infiltratie-gebieden en daaraan gerelateerde kwelgebieden. Ingedeeld op basis van kenmerken, die de gevoeligheid voor stofgroepen bepalen. In kleur is het type systeem weergegeven.  Voor de gemeente Vijfheerenlanden, die sinds 1 januari 2019 deel uitmaakt van de provincie Utrecht, is nog geen data beschikbaar.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.655', '51.884', '5.651', '52.246')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/w01_2_Grondwatersysteembenadering/wfs,Grondwatersysteembenadering_Grondwaterstromingssysteem,Grondwatersysteembenadering_Grondwaterstromingssysteem,w01_2_Grondwatersysteembenadering:Grondwatersysteembenadering_Grondwaterstromingssysteem,Grondwatersysteembenadering_Grondwaterstromingssysteem,w01_2_Grondwatersysteembenadering:Grondwatersysteembenadering_Grondwaterstromingssysteem,"(104588.72422783011, 432862.9126318224, 173162.33006034288, 473357.96553111455)",True,True,1;2019;GRONDWATER;WATERCONSERVERING;WATERHUISHOUDING;basis;bepalen;beschikbaar;daaraan;data;de;deel;deelgebieden;die;en;gebieden;geen;gemeente;gerelateerde;gevoeligheid;grondwatersystemen;het;in;infiltratie;ingedeeld;is;januari;kenmerken;kleur;kwelgebieden;met;nog;op;provincie;sinds;stofgroepen;systeem;type;uitmaakt;utrecht;van;vijfheerenlanden;voor;weergegeven,True
75bb7062-0244-4faf-8c7d-a7a53131a044,service,ISO 19115,WFS,2024-06-27,dut,,Nationaal Beschermde Gebieden (CDDA) WFS,Beschermde gebieden; Nationaal Beschermde Gebieden CDDA; Cdda; Nationaal; Natuur; Milieu; Landbouw; Veeteelt; Grenzen; Natura2000,"In deze dataset is de zogeheten common database of designated areas (cdda) weergegeven. Deze database is onderdeel van de jaarlijkse rapportage vanuit Nederland aan de EEA. De cdda bestaat uit de natura2000 gebieden, de nationale parken en het natuur netwerk nederland.",,beheerpdok@kadaster.nl,,,,,"('1.986', '50.6749', '7.8197', '55.7059')",Geen beperkingen (https://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/rvo/cdda/wfs/v1_0?request=GetCapabilities&service=WFS,cdda:cdda,cdda,cdda:cdda,cdda,cdda:cdda,"(-85380.64824925581, 301170.18497115746, 326938.2836180298, 863435.8925880329)",True,True,Beschermde gebieden;Cdda;Grenzen;Landbouw;Milieu;Nationaal;Nationaal Beschermde Gebieden CDDA;Natura2000;Natuur;Veeteelt;aan;areas;bestaat;cdda;common;database;dataset;de;designated;deze;eea;en;gebieden;het;in;is;jaarlijkse;nationale;natura2000;natuur;nederland;netwerk;of;onderdeel;parken;rapportage;uit;van;vanuit;weergegeven;zogeheten,True
a9fa7fff-6365-4885-950c-e9d9848359ee,service,ISO 19115,WFS,2025-07-04,dut,,NWB - Wegen WFS,Vervoersnetwerken; Menselijke gezondheid en veiligheid; Geluidsbelasting hoofdwegen (Richtlijn Omgevingslawaai); Nationaal; Voertuigen; Verkeer; Wegvakken; Hectometerpunten,"Dit is de web feature service van het Nationaal Wegen Bestand (NWB) - wegen. Deze dataset bevat alleen de wegvakken en hectometerpunten. Het Nationaal Wegen Bestand - Wegen is een digitaal geografisch bestand van alle wegen in Nederland. Opgenomen zijn alle wegen die worden beheerd door wegbeheerders als het Rijk, provincies, gemeenten en waterschappen, echter alleen voor zover deze zijn voorzien van een straatnaam of nummer.",,beheerpdok@kadaster.nl,,,,,"('-0.8695', '50.2503', '9.8865', '56.0946')",Geen beperkingen (https://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/rws/nwbwegen/wfs/v1_0?request=GetCapabilities&service=WFS,nwbwegen:wegvakken,wegvakken,nwbwegen:wegvakken,wegvakken,nwbwegen:wegvakken,"(-290963.81583023904, 260903.19523976577, 475827.3407640612, 918877.3022601365)",True,True,Geluidsbelasting hoofdwegen (Richtlijn Omgevingslawaai);Hectometerpunten;Menselijke gezondheid en veiligheid;Nationaal;Verkeer;Vervoersnetwerken;Voertuigen;Wegvakken;alle;alleen;als;beheerd;bestand;bevat;dataset;de;deze;die;digitaal;dit;door;echter;een;en;feature;gemeenten;geografisch;hectometerpunten;het;in;is;nationaal;nederland;nummer;nwb;of;opgenomen;provincies;rijk;service;straatnaam;van;voor;voorzien;waterschappen;web;wegbeheerders;wegen;wegvakken;worden;zijn;zover,True
51b3b1c5-b783-4a96-ad76-7bc019a33eaa,dataset,ISO 19115,WFS; WMS,2025-05-27,dut,,Mobiliteitsvisie - Categorisering wegennet,WEGVERKEER; PROVINCIALE WEGEN; ONDERHOUD; WEGEN; VERKEER EN VERVOER; Informatief,"Het beschikbaar wegennet met categorieën, zoals gebiedsontsluitingsweg en erftoegangsweg. Dit is een geactualiseerde versie, vastgesteld bij het Netwerkperspectief Provinciale Wegen 2040.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.82', '51.903', '5.628', '52.244')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/v01_1_mobiliteit_mobvis/wfs,Mobiliteitsvisie_Categorisering_wegennet,Mobiliteitsvisie_Categorisering_wegennet,v01_1_mobiliteit_mobvis:Mobiliteitsvisie_Categorisering_wegennet,Mobiliteitsvisie_Categorisering_wegennet,v01_1_mobiliteit_mobvis:Mobiliteitsvisie_Categorisering_wegennet,"(115965.08665016099, 434971.26808398485, 171571.78750539364, 473034.50291549956)",True,True,2040;Informatief;ONDERHOUD;PROVINCIALE WEGEN;VERKEER EN VERVOER;WEGEN;WEGVERKEER;beschikbaar;bij;categorieën;dit;een;en;erftoegangsweg;geactualiseerde;gebiedsontsluitingsweg;het;is;met;netwerkperspectief;provinciale;vastgesteld;versie;wegen;wegennet;zoals,True
ea50ea74-3629-4bdd-b538-20086fca6129,dataset,ISO 19115,WFS; WMS,2024-11-19,dut,,Natuur Verwerving,NATUUR; NATUURBEHEER; NATUUR EN LANDSCHAP; BOSSEN; Informatief,Verwerving betreft gronden die zijn verworven voor natuurontwikkeling of Recreatie om de Stad. Deze zijn eigendom van de provincie of reeds doorgeleverd aan de eindbeheerder. De gegevens binnen de categorie Nog te ontwikkelen natuur zijn niet opgenomen in de Voortgangsrapportage natuur (2021) en dit geld ook voor verworven natuur in 2022. Ook is de verworven natuur buiten de planologische NNN zichtbaar in deze kaart.,Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.796', '51.875', '5.622', '52.282')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/n01_2_2_natuur_VRN/wfs,Natuur_Verwerving,Natuur_Verwerving,n01_2_2_natuur_VRN:Natuur_Verwerving,Natuur_Verwerving,n01_2_2_natuur_VRN:Natuur_Verwerving,"(114288.09954379895, 431854.76205476344, 171168.9357027886, 477275.4690614732)",True,True,2021;2022;BOSSEN;Informatief;NATUUR;NATUUR EN LANDSCHAP;NATUURBEHEER;aan;betreft;binnen;buiten;categorie;de;deze;die;dit;doorgeleverd;eigendom;eindbeheerder;en;gegevens;geld;gronden;in;is;kaart;natuur;natuurontwikkeling;niet;nnn;nog;of;om;ontwikkelen;ook;opgenomen;planologische;provincie;recreatie;reeds;stad;te;van;verwerving;verworven;voor;voortgangsrapportage;zichtbaar;zijn,True
2e666fcc-509d-4662-974d-318662b7249a,dataset,ISO 19115,WFS; WMS,2024-03-06,dut,,Natuurbeheerplan 2024-2025 - Zoekgebied Agrarisch,NATUUR EN LANDSCHAP; NATUUR- EN LANDSCHAPSBELEID; AGRARISCH NATUURBEHEER; NATUUR; NATUURBEHEER; Provinciaal beleid,"In het natuurbeheerplan provincie Utrecht 2024-2025 wordt de begrenzing van de zoekgebieden agrarisch, water en klimaat vastgesteld. Hier binnen kunnen beheerpakketten van Agrarisch Natuur- en Landschapsbeheer (ANLb) kunnen worden afgesloten. Dit zijn begrensde zoekgebieden waarbinnen subsidie voor Agrarisch Natuur- en Landschapsbeheer (ANLb) voor een van de 2 agrarische leefgebieden, de categorie Water en de categorie Klimaat kan worden aangevraagd. De agrarische leefgebieden worden ook wel aangeduid als agrarische natuurtypen. De 2 agrarische leefgebieden zijn de typen Open Grasland (A11) en Dooradering (A15) van de Index Natuur en Landschap. Binnen de leefgebieden worden ook deelgebieden onderscheiden. Binnen Open Grasland (A11) worden de deelgebieden ‘Weidevogelkerngebied Aanvalsplan Grutto’ (DG76), ‘Overig weidevogelkerngebied’ (DG77) en ‘Weidevogelrandzone’ (DG20) (en Weidevogelrandzone RES of wonen) onderscheiden. Binnen Dooradering (A15) worden de deelgebieden ‘Volvelds botanisch grasland’ (DG74), ‘Botanische graslandranden’ (DG75), ‘Soortenrijke akkers’ (DG16), ‘Akkerranden’ (DG10), ‘Landschap’ (DG12), ‘Zwarte stern’ (DG21) en ‘Purperreiger’ (DG14) onderscheiden. Kaart 7 en 8 zijn gebaseerd op deze dataset.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.791', '51.859', '5.63', '52.305')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/n01_2_2_natuur_natuurbeheerplan/wfs,Natuurbeheerplan_2024_2025_Zoekgebied_Agrarisch,Natuurbeheerplan_2024_2025_Zoekgebied_Agrarisch,n01_2_2_natuur_natuurbeheerplan:Natuurbeheerplan_2024_2025_Zoekgebied_Agrarisch,Natuurbeheerplan_2024_2025_Zoekgebied_Agrarisch,n01_2_2_natuur_natuurbeheerplan:Natuurbeheerplan_2024_2025_Zoekgebied_Agrarisch,"(113929.19569847324, 430076.4904758805, 171725.79006543048, 479837.25432421913)",True,True,2;2024;2025;7;8;AGRARISCH NATUURBEHEER;NATUUR;NATUUR EN LANDSCHAP;NATUUR- EN LANDSCHAPSBELEID;NATUURBEHEER;Provinciaal beleid;a11;a15;aangeduid;aangevraagd;aanvalsplan;afgesloten;agrarisch;agrarische;akkerranden;akkers;als;anlb;begrensde;begrenzing;beheerpakketten;binnen;botanisch;botanische;categorie;dataset;de;deelgebieden;deze;dg10;dg12;dg14;dg16;dg20;dg21;dg74;dg75;dg76;dg77;dit;dooradering;een;en;gebaseerd;grasland;graslandranden;grutto;het;hier;in;index;kaart;kan;klimaat;kunnen;landschap;landschapsbeheer;leefgebieden;natuur;natuurbeheerplan;natuurtypen;of;onderscheiden;ook;op;open;overig;provincie;purperreiger;res;soortenrijke;stern;subsidie;typen;utrecht;van;vastgesteld;volvelds;voor;waarbinnen;water;weidevogelkerngebied;weidevogelrandzone;wel;wonen;worden;wordt;zijn;zoekgebieden;zwarte,True
fad5f00d-cdb8-45f4-a180-e813b3ae6c74,dataset,ISO 19115,WMS; WFS,2024-06-27,dut,28992,Groenpercentage per gemeente/wijk/buurt,natuur; biomassa; hout; vegetatie; groen; verkoeling; bomen,"De kaart laat het percentage groen (vegetatie) zien per gemeente, wijk of buurt en is een afgeleide van de Atlas Natuurlijk Kapitaal Groenkaart uit 2022. Dit groen bestaat uit alle groenelementen, zoals bermen, grasvelden, bomen en parken. Groen levert een belangrijke bijdrage aan een prettige en gezonde leefomgeving. De aanwezigheid van vegetatie (grassen, planten en bomen) in de leefomgeving kan bijdragen aan zowel de fysieke als de mentale gezondheid. Mensen gaan bijvoorbeeld vaker buiten lopen als er een park in de omgeving is of bomen zorgen voor verkoeling en schaduw tijdens een hete zomerdag.",RIVM,atlasnatuurlijkkapitaal@rivm.nl,,,,,"('3.0339622802393498', '50.69154233994691', '7.394804458658194', '53.660283093796295')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://data.rivm.nl/geo/ank/wfs?request=GetCapabilities,ank:rivm_2022_groenpercentage_kaart_per_gemeente,rivm_2022_groenpercentage_kaart_per_gemeente,ank:rivm_2022_groenpercentage_kaart_per_gemeente,rivm_2022_groenpercentage_kaart_per_gemeente,ank:rivm_2022_groenpercentage_kaart_per_gemeente,"(-11277.374670322839, 302111.2257198563, 296860.02092653804, 633038.6181479488)",True,True,2022;aan;aanwezigheid;afgeleide;alle;als;atlas;belangrijke;bermen;bestaat;bijdrage;bijdragen;bijvoorbeeld;biomassa;bomen;buiten;buurt;de;dit;een;en;er;fysieke;gaan;gemeente;gezonde;gezondheid;grassen;grasvelden;groen;groenelementen;groenkaart;het;hete;hout;in;is;kaart;kan;kapitaal;laat;leefomgeving;levert;lopen;mensen;mentale;natuur;natuurlijk;of;omgeving;park;parken;per;percentage;planten;prettige;schaduw;tijdens;uit;vaker;van;vegetatie;verkoeling;voor;wijk;zien;zoals;zomerdag;zorgen;zowel,True
4f61b081-cc5b-4804-ad93-d31eb51a829c,dataset,ISO 19115,WMS; WFS,2025-01-10,dut,28992,Maximale waterdiepte (beschermd),Risicokaart,"De kaartlaag geeft een indicatie van de overstromingsdiepten die in beschermde gebieden kunnen optreden, als primaire of regionale waterkeringen zouden doorbreken bij de maatgevende hoogwaterstanden. Het gaat hier om gebieden die worden beschermd door waterkeringen met een veiligheidsnorm in de orde van 1/1000 tot 1/10.000 per jaar.
Er zijn echter nog extremere situaties mogelijk waarbij ook gebieden overstromen, die op deze waterdieptekaart ""droog"" blijven. Deze gebieden zijn op de kaart met een rode arcering aangegeven om duidelijk te maken dat ze tot het potentieel overstroombare gebied behoren. Dit is alleen gedaan voor gebieden die worden beschermd door primaire waterkeringen. Zie hier voor meer uitleg over waar je deze kaart (minder) goed voor kan gebruiken.",Provincie Zeeland,geo@zeeland.nl,,,,Provincie Zeeland,"('3.255', '50.727', '7.242', '53.523')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://opengeodata.zeeland.nl/geoserver/water/wfs?request=GetCapabilities,geonam_rsckrtmxmwdpbsmvlk,geonam_rsckrtmxmwdpbsmvlk,water:geonam_rsckrtmxmwdpbsmvlk,geonam_rsckrtmxmwdpbsmvlk,water:geonam_rsckrtmxmwdpbsmvlk,"(4452.560320026649, 305770.4464715287, 285964.4338684137, 617306.8351776625)",True,True,000;1;10;1000;Risicokaart;aangegeven;alleen;als;arcering;behoren;beschermd;beschermde;bij;blijven;dat;de;deze;die;dit;door;doorbreken;droog;duidelijk;echter;een;er;extremere;gaat;gebied;gebieden;gebruiken;gedaan;geeft;goed;het;hier;hoogwaterstanden;in;indicatie;is;jaar;je;kaart;kaartlaag;kan;kunnen;maatgevende;maken;meer;met;minder;mogelijk;nog;of;om;ook;op;optreden;orde;over;overstromen;overstromingsdiepten;overstroombare;per;potentieel;primaire;regionale;rode;situaties;te;tot;uitleg;van;veiligheidsnorm;voor;waar;waarbij;waterdieptekaart;waterkeringen;worden;ze;zie;zijn;zouden,True
c6e3fd9c-9576-4253-8d90-5b47eeeb6118,dataset,ISO 19115,WFS; WMS,2023-07-05,dut,,Biodiversiteit - Monitoringsvlakken,BIODIVERSITEIT; FLORA; FAUNA; NATUURWAARDEN; Informatief; Downloadable Data,"Provincie Utrecht opgedeeld in gebieden van circa 1 vierkante kilometer (0,75 – 1,25 km2). De kaarten biodiversiteit tonen het aantal aandachtsoorten, invasieve soorten, karteersoorten of Rode Lijst soorten dat voorkomt per gebied. De gebieden zijn begrensd op landschapsecologische kenmerken (voorheen werd een raster van vierkante kilometerhokken gebruikt). De kaarten geven daarmee een goed beeld van de gebieden met de hoogste en laagste biodiversiteit in de provincie Utrecht. Er zijn zowel kaarten die de diversiteit van alle flora- respectievelijk faunagroepen bij elkaar weergeven als kaarten waarvan het soortenaantal van elke soortgroep afzonderlijk getoond wordt. De gegevens betreffen gevalideerde waarnemingen die zijn opgeslagen in de Nationale Databank Flora en Fauna (NDFF), aangevuld met ongevalideerde waarnemingen die in opdracht van de provincie zijn verzameld door adviesbureaus. De gegevens zijn in februari 2022 betrokken uit de NDFF. Minder precies gelokaliseerde waarnemingen zijn toegedeeld aan het gebied waar hun middelpunt in ligt. Dit geldt ook voor waarnemingen op vierkante kilometerhok niveau.  Begrensd door Bert Geerdes (Team Nel, Provincie Utrecht) in 2021.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.786', '51.93', '5.637', '52.309')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/n01_1_2_biodiversiteit/wfs,Biodiversiteit_kilometerhokken,Biodiversiteit_kilometerhokken,n01_1_2_biodiversiteit:Biodiversiteit_kilometerhokken,Biodiversiteit_kilometerhokken,n01_1_2_biodiversiteit:Biodiversiteit_kilometerhokken,"(113650.08462542795, 437977.2679881844, 172180.83778171512, 480285.11342182604)",True,True,0;1;2021;2022;25;75;BIODIVERSITEIT;Downloadable Data;FAUNA;FLORA;Informatief;NATUURWAARDEN;aan;aandachtsoorten;aangevuld;aantal;adviesbureaus;afzonderlijk;alle;als;beeld;begrensd;bert;betreffen;betrokken;bij;biodiversiteit;circa;daarmee;dat;databank;de;die;dit;diversiteit;door;een;elkaar;elke;en;er;fauna;faunagroepen;februari;flora;gebied;gebieden;gebruikt;geerdes;gegevens;geldt;gelokaliseerde;getoond;gevalideerde;geven;goed;het;hoogste;hun;in;invasieve;kaarten;karteersoorten;kenmerken;kilometer;kilometerhok;kilometerhokken;km2;laagste;landschapsecologische;ligt;lijst;met;middelpunt;minder;nationale;ndff;nel;niveau;of;ongevalideerde;ook;op;opdracht;opgedeeld;opgeslagen;per;precies;provincie;raster;respectievelijk;rode;soorten;soortenaantal;soortgroep;team;toegedeeld;tonen;uit;utrecht;van;verzameld;vierkante;voor;voorheen;voorkomt;waar;waarnemingen;waarvan;weergeven;werd;wordt;zijn;zowel,True
55c22f62-df9d-40bd-8530-a2d3b4739299,dataset,ISO 19115,WMS; WFS,2024-05-01,dut,28992,Basiskaart Aardkundige Waarden 2006,landschap; geomorfologie; aardkundig erfgoed; landvorm; reliëf; aardkundige waarden,"De Basiskaart Aardkundig Waarden 2006 geeft een landelijk overzicht van gebieden die als aardkundig waardevol zijn aangemerkt tot 2006. Het gaat hierbij om landvormen, bodems, of een typische geologie die kenmerkend zijn voor een groter gebied. Deze vertellen het verhaal van het ontstaan van Nederland, vaak in samenhang met de mens. 
Voor ruim de helft van de gebieden is een uitgebreidere toelichting beschikbaar, die via de kaart te raadplegen is als PDF-bestand.",Rijksdienst voor het Cultureel Erfgoed,info@cultureelerfgoed.nl,,Wageningen Environmental Research (voorheen Alterra),,InfoDesk (Rijksdienst voor het Cultureel Erfgoed),"('3.1089', '50.7165', '7.4482', '53.5016')",Geen beperkingen (https://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://services.rce.geovoorziening.nl/aardkundig_erfgoed/wfs?request=GetCapabilities,aardkundig_erfgoed:aardkundigewaarden_basiskrt2006,aardkundigewaarden_basiskrt2006,aardkundig_erfgoed:aardkundigewaarden_basiskrt2006,aardkundigewaarden_basiskrt2006,aardkundig_erfgoed:aardkundigewaarden_basiskrt2006,"(-5897.203486376529, 304991.7877555863, 300554.2451594441, 615223.0807228407)",True,True,2006;aangemerkt;aardkundig;aardkundig erfgoed;aardkundige waarden;als;basiskaart;beschikbaar;bestand;bodems;de;deze;die;een;gaat;gebied;gebieden;geeft;geologie;geomorfologie;groter;helft;het;hierbij;in;is;kaart;kenmerkend;landelijk;landschap;landvorm;landvormen;mens;met;nederland;of;om;ontstaan;overzicht;pdf;raadplegen;reliëf;ruim;samenhang;te;toelichting;tot;typische;uitgebreidere;vaak;van;verhaal;vertellen;via;voor;waarden;waardevol;zijn,True
a964086c-c031-4c62-8505-e82b588ae9e8,dataset,ISO 19115,WMS; WFS,2022-02-25,dut,28992,Overgangszone rond het Natuurnetwerk Nederland,natuurgebied; ruimtelijke ordening; natuurbehoud,Deze landelijke dataset bevat gebieden die provincies hebben aangewezen als overgangszones rondom het Natuurnetwerk Nederland (NNN). Deze dataset wordt gebruikt voor de Informatiekaart Natuur (IKN). De IKN is een initiatief van de gezamenlijke provincies en biedt een landelijk en actueel beeld van waar regels voor natuur gelden.,BIJ12,informatiekaartnatuur@bij12.nl,,,,BIJ12; BIJ12,"('3.0344', '50.6693', '7.3413', '53.8199')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://ogc-geoservices.bij12.nl/geoserver/IMNa_IKN/wfs?request=GetCapabilities,IMNa_IKN:overgangszone_nnn,overgangszone_nnn,IMNa_IKN:overgangszone_nnn,overgangszone_nnn,IMNa_IKN:overgangszone_nnn,"(-11325.890567939554, 299535.1365264266, 293145.9320042859, 650798.0356762579)",True,True,aangewezen;actueel;als;beeld;bevat;biedt;dataset;de;deze;die;een;en;gebieden;gebruikt;gelden;gezamenlijke;hebben;het;ikn;informatiekaart;initiatief;is;landelijk;landelijke;natuur;natuurbehoud;natuurgebied;natuurnetwerk;nederland;nnn;overgangszones;provincies;regels;rondom;ruimtelijke ordening;van;voor;waar;wordt,True
df9585ec-90e2-409e-8197-47d2e63f2a7b,service,ISO 19115,WFS,2024-08-07,dut,,CBS Bestand Bodemgebruik 2010 WFS,Landgebruik; bodemgebruik; land use; bodem; bodemfunctie; gebruik; BBG; CBS,"Het Bestand Bodemgebruik 2010 bevat digitale geometrie van het bodemgebruik in Nederland. Voorbeelden van het bodemgebruik zijn verkeersterreinen, bebouwing, recreatieterreinen en binnen- en buitenwater. De begrenzingen zijn voor een groot deel gebaseerd op de Top10NL (BRT). bij het interpreteren zijn luchtfoto's leidend. De gegevens zijn ingewonnen in de zomer van 2010. In 2014 is dit het meest actuele bestand van het bodemgebruik. In 2015 wordt het Bestand Bodemgebruik 2012 gepubliceerd.",,beheerpdok@kadaster.nl,,,,,"('2.7383', '50.6633', '7.6448', '53.6501')",Geen beperkingen (https://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/cbs/bestandbodemgebruik/2010/wfs/v1_0?request=getcapabilities&service=wfs,bestandbodemgebruik:bestand_bodemgebruik_2010,bestand_bodemgebruik_2010,bestandbodemgebruik:bestand_bodemgebruik_2010,bestand_bodemgebruik_2010,bestandbodemgebruik:bestand_bodemgebruik_2010,"(-32276.290749839914, 299484.4383473116, 314618.2234543848, 632586.389345401)",True,True,2010;2012;2014;2015;BBG;CBS;Landgebruik;actuele;bebouwing;begrenzingen;bestand;bevat;bij;binnen;bodem;bodemfunctie;bodemgebruik;brt;buitenwater;de;deel;digitale;dit;een;en;gebaseerd;gebruik;gegevens;geometrie;gepubliceerd;groot;het;in;ingewonnen;interpreteren;is;land use;leidend;luchtfoto;meest;nederland;op;recreatieterreinen;s;top10nl;van;verkeersterreinen;voor;voorbeelden;wordt;zijn;zomer,True
